rp_name,rp,rp_id,rp_note,Producer
2018 Chateau de Coulaine Chinon Les Picasses,(91-92),https://www.robertparker.com/wines/ja8zxgSfCwQxsaR8Z/chateau-de-coulaine-chinon-les-picasses-2018,"From the well-known, south-facing lieu-dit on clay-limestone soils, the 2018 Chinon Les Picasses is intense and elegant yet also quite open and warm on the nose, with ripe black berry aromas. Round and charming on the palate, this is an elegant and juicy, quite tannic but long and intense Picasses with some Port wine features on the nose but a long, intense and refreshing mineral finish. I am not sure I had the final bottling, but the sample was drawn from the bottling tank. Tasted in spring 2021.",chateau de coulaine
2018 Chateau de Coulaine Chinon Sinople,(88-90),https://www.robertparker.com/wines/qdPF6g9k4bWnivYDf/chateau-de-coulaine-chinon-sinople-2018,"The 2018 Chinon Sinople is from 30-year-old vines in the lieu-dit Clos de Coulaine, which is on clay, lime and tuff limestone soils. It opens with an intense, super ripe and pretty developed bouquet that is a bit too open for my personal tastes and maybe also too rich and intense on the nose. Pure and fresh on the palate but also rich and powerful, this is a massive, numbing yet mineral Chenin that was aged in barriques (20% of which were new) for 11 months, bâtonnage included. My sample bottle is pretty developed and, with all due respect, tastes older than a 2018 should taste. Tasted in June 2021.",chateau de coulaine
2017 Chateau de Coulaine Chinon Les Picasses,93,https://www.robertparker.com/wines/wtmHZEpvKmCXEx4jg/chateau-de-coulaine-chinon-les-picasses-2017,"The 2017 Chinon Les Picasses opens with a deep, intense and complex, quite leafy and fresh bouquet of ripe, dark fruits intertwined with earthy and lemon oil notes. Silky, round and very elegant on the palate, this is a juicy, finessed and expressive Picasses with firm tannins and vibrantly fresh acidity and grated lemon zest notes on the long, tensioned finish. Impressive. Tasted in spring 2021.",chateau de coulaine
2016 Chateau de Coulaine Touraine Les Pieds Rôtis,93,https://www.robertparker.com/wines/QoQqZmM8yWGSRT5pL,"Jean Bonnaventure's 2016 Touraine Les Pieds Rôtis is a 100% Chenin Blanc and opens with a deep and aromatic bouquet of ripe yellow-fleshed stone fruits and very fine chalky aromas. It is a full-bodied, supple, dense and well-structured but also elegant and finessed Chenin with a clean, fresh, long, persistently salty and mineral finish. I would recommend giving this expressive wine with its fine yet firm tannins as much time to breathe as possible or to store it for another two or even 10+ years. It's one of the most impressive white wines I have tasted from Touraine.",chateau de coulaine
2016 Chateau de Coulaine Chinon,88,https://www.robertparker.com/wines/B55d8igyYz35jRK2p,"From younger and up to 30-year-old vines planted on loam and limestone soils, the red 2016 Chinon estate wine was fermented in oak and cement and aged for one year. It exhibits a luminous cherry color and opens with a very clear, fresh and fruity/leathery bouquet of sour cherries and red fruit as well as crushed chalk. This is a very distinctive and finessed style! Silky, fresh and beautifully round on the palate, with a charismatic austerity and straightforwardness, this is a medium-bodied, fruity and seriously structured Chinon rouge. The wine has remarkable vitality and finesse and reveals a stimulating, even if somewhat astringent, complex of refreshing acidity and crisp tannins. Jean de Bonnaventure lost 70% of his crop in 2016 due to spring frost, and he said it was difficult to see if the grapes were really ripe during the harvest. In the end, the 2016s had very good acidity and ""sometimes even more than that."" In 2017, when again 70% of the crop was lost, Jean decided to pick a week later to make sure the grapes were all perfectly ripe. Tasted in March 2021.",chateau de coulaine
2015 Chateau de Coulaine Chinon Les Picasses,94,https://www.robertparker.com/wines/KF9nFCNqRQMCwfsyi/chateau-de-coulaine-chinon-les-picasses-2015,"The 2015 Chinon Les Picasses is from clay on limestone soils on a south-facing hillside where Bonnaventure holds two hectares, and the vines are roughly 40 years old. The must was fermented in 60-hectoliter oak vats for three weeks, and the wine was aged for two years in 400-liter barrels from Burgundy. Dressed in a dark cherry color, the 2015 offers a deep, coolish, fresh and concentrated cassis bouquet with earthy, flinty and some floral aromas as well as raw meat, iron and a dash of mocha. Smooth, round and very elegant on the palate, this is a spicy-peppery, vital and beautifully balanced Chinon with a long, fresh and crisp finish. Stimulating, salty and remarkably fine. This is a great Chinon, and its salty vibrancy is really kicking. You can keep this wine for at least 10 or 20 years. Bottled in December 2017. Tasted back in May 2018.",chateau de coulaine
2015 Chateau de Coulaine Chinon Clos de Turpenay,93,https://www.robertparker.com/wines/SH5ao2DdqaBMvGBW8/chateau-de-coulaine-chinon-clos-de-turpenay-2015,"The 2015 Chinon Clos de Turpenay has deep, pure, spicy and intense bouquet yet is still a young or even very young red wine with dark and red fruit aromas. Round, intense and juicy on the palate, this is a full-bodied, wide and open, very elegant, refined and silky-textured Chinon with fine tannins and sustainable salinity on the clear, fresh and long finish. The 2015 is rich and powerful yet also fine and vital, with crystalline acidity and silky tannins. Tasted in June 2021.",chateau de coulaine
2015 Chateau de Coulaine Chinon La Diablesse,92,https://www.robertparker.com/wines/YeJz6L5yncTA3gpBe/chateau-de-coulaine-chinon-la-diablesse-2015,"The 2015 Chinon La Diablesse is from the north-facing hillside of Les Picasses but from a different lieu-dit. The low-yielding vines are more than 60 years old and root in very deep clay and limestone soils. Fermented in 60-hectoliter open wooden vats and aged for 16 months in 400-liter barrels from Burgundy, the 2015 opens with a delicate, elegant, very flowery and even peppery bouquet of dark but coolish fruits. Intense and lush on the palate, it is silky, fresh and very elegant, with fine and crisp tannins and a long, refreshing and stimulatingly salty finish. This is an excellent gastronomic wine that can be aged for 20 or more years.",chateau de coulaine
2015 Chateau de Coulaine Chinon Bonnaventure,91,https://www.robertparker.com/wines/SdkhSC676eEnkzBtk/chateau-de-coulaine-chinon-bonnaventure-2015,"The dark colored 2015 Chinon Bonnaventure is a selection of the best plots with the most ripe and concentrated grapes of the estate bottlings. It is entirely fermented and aged in a 60-hectoliter oak vat and shows nice reduction but also pure and well-concentrated sour cherry fruit. On the palate, this is a concentrated, powerful and densely woven Cabernet with terroir expression and fine and crisp tannins. It is elegant and fresh but even more steely and firm than the estate Chinon. The finish is enormously salty, sharp and crisp, thanks to the tannins and the soil, which is in fact pretty deep loam here.",chateau de coulaine
2015 Chateau de Coulaine Chinon Blanc,88+,https://www.robertparker.com/wines/SDXELcd3gyAZuvxjA,"From gravelly soils above calcareous tuff soils, the 2015 Chinon Blanc is pure Chenin fermented and aged in oak. Intensely yellow in color and flavors (think of crushed tuff, limestone and concentrated Chenin berries), this is a rich and elegant, very concentrated and powerful but well-balanced Chenin with firm but restrictive tannins on the finish. However, this 2015 was still terribly young and needed time to integrate all its elements when I tasted it in 2018, yet the aging potential promised to be very good.",chateau de coulaine
2014 Chateau de Coulaine Chinon Clos de Turpenay,93+,https://www.robertparker.com/wines/RnH3JkeyLGhztnLbg/chateau-de-coulaine-chinon-clos-de-turpenay-2014,"The 2014 Chinon Clos de Turpenay is from a 1.5-hectare, southeast-facing plot close to the domaine. One-third of the vines are very, very old (planted more than 80 years ago). The other parts are 60- and 30-year-old vines, all on clay, loam and limestone soils. It fermented in old concrete vats, then aged for one year in 400-liter barrels and for another six months in 60-hectoliter oak vats. The bouquet needs some time to open up, but it is generously ripe but also coolish, fresh and elegant, representing a very classic, old-school style with some overripe and leathery fruit aromas. Silky, pure and fresh on the palate, this is a full-bodied yet silky Cabernet Franc with lots of tension and mineral vibrancy on the finish. It is a powerful yet fresh and expressive wine. It should age very well for 20 or 30 years, perhaps even more. Bottled in spring 2016. 12.5% alcohol.",chateau de coulaine
2014 Chateau de Coulaine Chinon La Diablesse,88+,https://www.robertparker.com/wines/CiCtD9SrpToqzCYbp,"The 2014 Chinon La Diablesse is deep, pure and delicate on the spicy/peppery nose that displays dark fruit and some leathery aromas along with those of dried cherry skins. Pure, tight and concentrated on the palate, this is a juicy, fresh, piquant and straight Chinon with good intensity and a tart, stimulating finish. This is a rural character in his best suit, full of vitality and grip, with concentrated cherry flavors on the finish. Tasted in March 2021.",chateau de coulaine
2013 Chateau de Coulaine Touraine Brut Les Pieds Rôtis,90,https://www.robertparker.com/wines/G67ZtfitLHdg9JsYP,"The 2013 Touraine Brut Les Pieds Rôtis is a golden-yellow colored sparkling Chenin Blanc that opens with elegant, ripe and aromatic yet fine and delicate fruit on the nose. Round and intense on the palate, with a very elegant texture and refreshing mousse, this is a remarkably elegant and persistent méthode traditionnelle that was disgorged in July 2015. The wine has the ripe and delicate fruit of Chenin as well as the elegance and freshness from the calcareous soil around the château in Beaumont-en-Veron, which is located in the Chinon area. However, since a sparkling wine is not accepted under the AOC of Chinon, it has to be declared as Touraine.",chateau de coulaine
2012 Chateau de Coulaine Chinon Clos de Turpenay,92,https://www.robertparker.com/wines/S7ueDmgvFyKdQ9neD,"The 2012 Chinon Clos de Turpenay is very clear, fresh and pure on the nose, quite flinty and crunchy, with delicate and open red fruit intertwined with some mushroom aromas. Silky, fresh and elegant on the palate, the 2012 is less rich than 2005 or 2014, but it's vital, vibrant and finessed. Beautiful, pure and fine, almost crystalline, and fresh, fresh, fresh...",chateau de coulaine
2009 Chateau de Coulaine Chinon Les Picasses,93,https://www.robertparker.com/wines/79iMX272p4jRMqHDM,"The ruby-colored 2009 Chinon Les Picasses displays a very chalky, stunningly fresh and smoky bouquet. Silky, round and elegant in the mouth, this is an intense, tightly woven and persistent Les Picasses with super ripe fruit that is developing fast and soon shows earthy and morel flavors. However, the wine reveals great finesse and elegance, with sweet, ripe fruit structured by fine and juicy tannins. Good length. A really excellent representative of this proud terroir that produces many of Chinon’s finest red wines.",chateau de coulaine
2005 Chateau de Coulaine Chinon Clos de Turpenay,95,https://www.robertparker.com/wines/erKcML3rYBkunmRrY,"From one of the greatest Loire vintages in recent times, the 2005 Chinon Clos de Turpenay displays a very dark ruby color and deep, intense, ripe and concentrated fruit, still with some oaky and mocha aromas. On the palate, this is a generous, dense, wide, highly intense and silky-textured Cabernet Franc with a juicy-intense and tightly woven palate. Very long and powerful, this is structured by very fine but firm tannins and carried forward by an exciting salty-mineral finish. A mind-blowing Chinon that is still in the middle of nowhere. Served from the carafe, the wine is even more pure, floral and flinty as well as very elegant and distinctive. There is great vitality and finesse on the enormously long and refreshing finish that reveals very fine tannins. A classic.",chateau de coulaine
2012 Chateau de Coulaine Chinon Les Picasses,89+,https://www.robertparker.com/wines/fjzaygRmj6xh7aHsT,"The dark cherry-colored 2012 Chinon Les Picasses has a ripe and round nose with some creamy, but mainly pretty reductive flavors. On the palate the wine is full-bodied, robust and concentrated, but also silky, fresh and characterful. The finish is still a bit austerely dry, but powerful, tight and concentrated, indicating a very good aging potential.",chateau de coulaine
2012 Chateau de Coulaine Chinon,88+,https://www.robertparker.com/wines/ZgZkb9MPRBhrWjnCP,"Bonnaventure's 2012 Chinon has a clear, fresh and spicy bouquet with graphite and pepper notes along with ethereal flavors. Medium to full-bodied and very robust on the palate, with leather aromas, dark cherry flavors and a hint of leather, this is a vital and potent Chinon with tightly woven tannins, a good concentration and aging potential.",chateau de coulaine
2012 Chateau de Coulaine Chinon La Diablesse,87,https://www.robertparker.com/wines/wF5aHMtr2c4QbxRBp,"Etienne Bonnaventure's 2012 Chinon La Diablesse opens with a clear, fresh and aromatic nose with a very nice purity and some earthy flavors. On the palate, this is a light, tight and refreshing wine with grip and character, a robust red to be enjoyed rather cool. Very good acidity here.",chateau de coulaine
2005 Chateau de Coulaine Chinon,89,https://www.robertparker.com/wines/7khwbudrHGCwv3cBD,"The “intro”-level wine from Etienne and Pascale de Bonnaventure – their 2005 Chinon – smells of tart blackberry, toasted nuts, and brown spices. Beet root and subtly bitter floral and coffee notes join in on the dense, smooth, polished palate. Hints of iodine, salt and a faintly tart fresh black fruit edge enliven the wine’s restrained finish. This is a lovely example of the virtues of ripe Franc. I found a couple of Coulaine cuvees from 2003 and 2004 notably less convincing, and did not have opportunity to taste their premium 2005 vintage bottlings. Importer: Michael Skurnik Wines, Inc., Syosset, NY; tel. (516) 677-9300",chateau de coulaine
